Fid,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
202.77.129.230-10.42.0.151-80-47934-6,Haryana,KARNAL,2018,Kharif     ,Sesamum,23,0
157.55.235.159-10.42.0.151-40015-43477-17,Haryana,KARNAL,2018,Kharif     ,Urad,79,0
172.217.10.14-10.42.0.151-80-48528-6,Haryana,KARNAL,2018,Rabi       ,Barley,311,0
10.42.0.211-104.193.88.109-54708-80-6,Haryana,KARNAL,2018,Rabi       ,Gram,481,1000
10.42.0.1-10.42.0.42-53-52572-17,Haryana,KARNAL,2018,Rabi       ,Masoor,714,600
172.217.10.46-10.42.0.151-443-45485-6,Haryana,KARNAL,2018,Rabi       ,Peas & beans (Pulses),128,200
172.217.7.227-10.42.0.42-80-52451-6,Haryana,KARNAL,2018,Rabi       ,Rapeseed &Mustard,989,1000
172.217.10.3-10.42.0.151-443-34340-6,Haryana,KARNAL,2018,Rabi       ,Sunflower,33,0
10.42.0.211-104.46.62.41-34026-443-6,Haryana,KARNAL,2018,Rabi       ,Wheat,166505,769000
10.42.0.211-23.206.125.17-54275-80-6,Haryana,KARNAL,2018,Whole Year ,Dry chillies,158,200
10.42.0.211-10.42.0.1-3132-53-17,Haryana,KARNAL,2018,Whole Year ,Garlic,216,1700
172.217.6.206-10.42.0.151-443-48797-6,Haryana,KARNAL,2018,Whole Year ,Onion,161,2600
10.42.0.151-10.42.0.1-9644-53-17,Haryana,KARNAL,2018,Whole Year ,Potato,961,17600
172.217.10.42-10.42.0.42-443-53549-6,Haryana,KARNAL,2018,Whole Year ,Sannhamp,2,0
10.42.0.211-23.9.107.127-40627-443-6,Haryana,KARNAL,2018,Whole Year ,Sugarcane,9611,620180
10.42.0.42-104.192.110.245-45761-80-6,Haryana,KARNAL,2018,Whole Year ,Sweet potato,14,300
209.85.144.188-10.42.0.151-5228-53129-6,Haryana,KARNAL,2018,Whole Year ,Turmeric,22,0
10.42.0.211-23.206.125.17-50496-80-6,Haryana,KARNAL,2017,Kharif     ,Arhar/Tur,408,400
10.42.0.211-10.42.0.1-35722-53-17,Haryana,KARNAL,2017,Kharif     ,Bajra,1312,1000
172.217.3.110-10.42.0.151-443-42271-6,Haryana,KARNAL,2017,Kharif     ,Cotton(lint),64,
10.42.0.211-77.234.41.79-44050-443-6,Haryana,KARNAL,2017,Kharif     ,Horse-gram,137,0
10.42.0.211-104.192.110.245-49790-443-6,Haryana,KARNAL,2017,Kharif     ,Jowar,42,0
10.42.0.211-23.9.106.99-41330-443-6,Haryana,KARNAL,2017,Kharif     ,Maize,486,3000
172.217.10.14-10.42.0.211-443-33744-6,Haryana,KARNAL,2017,Kharif     ,Moong(Green Gram),26,0
10.42.0.211-52.84.29.154-52855-443-6,Haryana,KARNAL,2017,Kharif     ,Moth,25,0
10.42.0.211-10.42.0.1-42698-53-17,Haryana,KARNAL,2017,Kharif     ,Rice,166037,494000
10.42.0.151-125.56.239.180-54961-80-6,Haryana,KARNAL,2017,Kharif     ,Sesamum,47,0
10.42.0.211-10.42.0.1-42995-53-17,Haryana,KARNAL,2017,Kharif     ,Urad,89,0
172.217.10.226-10.42.0.211-443-52341-6,Haryana,KARNAL,2017,Rabi       ,Barley,186,0
206.108.0.131-10.42.0.211-123-32921-17,Haryana,KARNAL,2017,Rabi       ,Gram,323,0
10.42.0.211-50.17.234.37-60953-443-6,Haryana,KARNAL,2017,Rabi       ,Masoor,703,700
203.90.242.126-10.42.0.211-80-42706-6,Haryana,KARNAL,2017,Rabi       ,Peas & beans (Pulses),202,300
10.42.0.211-10.42.0.1-24104-53-17,Haryana,KARNAL,2017,Rabi       ,Rapeseed &Mustard,1004,1000
172.217.6.232-10.42.0.211-443-60449-6,Haryana,KARNAL,2017,Rabi       ,Wheat,162854,747000
203.205.158.62-10.42.0.151-80-43153-6,Haryana,KARNAL,2017,Whole Year ,Dry chillies,119,100
172.217.12.132-10.42.0.151-443-53132-6,Haryana,KARNAL,2017,Whole Year ,Garlic,298,2400
10.42.0.211-23.101.151.89-40288-443-6,Haryana,KARNAL,2017,Whole Year ,Potato,789,21000
202.77.129.230-10.42.0.42-80-37606-6,Haryana,KARNAL,2017,Whole Year ,Sugarcane,11670,760000
172.217.12.174-10.42.0.151-443-40620-6,Haryana,KARNAL,2017,Whole Year ,Sweet potato,7,0
10.42.0.211-10.42.0.1-39532-53-17,Haryana,KARNAL,2002,Kharif     ,Arhar/Tur,216,200
172.217.10.104-10.42.0.211-443-50197-6,Haryana,KARNAL,2002,Kharif     ,Bajra,958,1000
10.42.0.151-72.21.207.148-60104-443-6,Haryana,KARNAL,2002,Kharif     ,Horse-gram,108,0
180.149.136.194-10.42.0.211-80-48617-6,Haryana,KARNAL,2002,Kharif     ,Jowar,190,0
10.42.0.211-77.234.44.199-50763-80-6,Haryana,KARNAL,2002,Kharif     ,Maize,266,0
157.56.52.31-10.42.0.211-40015-60774-17,Haryana,KARNAL,2002,Kharif     ,Moong(Green Gram),17,0
239.255.255.250-10.42.0.1-1900-45167-17,Haryana,KARNAL,2002,Kharif     ,Moth,26,0
10.42.0.211-112.80.248.187-45707-80-6,Haryana,KARNAL,2002,Kharif     ,Rice,159111,426000
222.73.28.96-10.42.0.42-80-43368-6,Haryana,KARNAL,2002,Kharif     ,Sesamum,2,0
172.217.12.202-10.42.0.42-443-48662-6,Haryana,KARNAL,2002,Kharif     ,Urad,67,0
10.42.0.211-52.0.244.7-44682-443-6,Haryana,KARNAL,2002,Rabi       ,Barley,118,0
202.77.129.150-10.42.0.42-80-59079-6,Haryana,KARNAL,2002,Rabi       ,Gram,255,0
10.42.0.211-31.13.71.37-45000-443-6,Haryana,KARNAL,2002,Rabi       ,Masoor,683,700
10.42.0.211-10.42.0.1-40654-53-17,Haryana,KARNAL,2002,Rabi       ,Peas & beans (Pulses),170,200
172.217.10.2-10.42.0.42-443-54975-6,Haryana,KARNAL,2002,Rabi       ,Rapeseed &Mustard,881,1000
182.22.25.252-10.42.0.211-443-38334-6,Haryana,KARNAL,2002,Rabi       ,Sunflower,2,0
172.217.11.33-10.42.0.211-443-53563-6,Haryana,KARNAL,2002,Rabi       ,Wheat,167483,729000
172.217.6.203-10.42.0.151-80-44652-6,Haryana,KARNAL,2002,Whole Year ,Other Fresh Fruits,625,2600
10.42.0.211-98.139.180.180-60641-443-6,Karnataka,BELGAUM,2013,Whole Year ,Black pepper,5,12
172.217.11.14-10.42.0.151-443-32984-6,Karnataka,BELGAUM,2013,Whole Year ,Cashewnut,1544,1377
172.217.6.195-10.42.0.151-443-33720-6,Karnataka,BELGAUM,2013,Whole Year ,Coconut ,106,841
151.101.1.140-10.42.0.211-443-34103-6,Karnataka,BELGAUM,2013,Whole Year ,Coriander,348,108
10.42.0.42-31.13.71.37-42652-443-6,Karnataka,BELGAUM,2013,Whole Year ,Dry ginger,12,332
206.126.112.142-10.42.0.151-443-51172-6,Karnataka,BELGAUM,2013,Whole Year ,Garlic,648,1309
157.240.18.35-10.42.0.211-443-59021-6,Karnataka,BELGAUM,2013,Whole Year ,Mesta,21,28
10.42.0.211-66.231.239.95-48391-443-6,Karnataka,BELGAUM,2013,Whole Year ,Sannhamp,213,53
216.58.219.227-10.42.0.151-443-38207-6,Karnataka,BELGAUM,2013,Whole Year ,Sugarcane,159443,14389731
183.3.235.80-10.42.0.211-80-41655-6,Karnataka,BELGAUM,2013,Whole Year ,Sweet potato,1974,31094
10.42.0.42-106.39.169.66-43507-443-6,Karnataka,BELGAUM,2013,Whole Year ,Tapioca,51,446
10.42.0.211-31.13.80.8-42504-443-6,Karnataka,BELGAUM,2013,Whole Year ,Tobacco,9492,15609
10.42.0.211-10.42.0.1-43923-53-17,Karnataka,BELGAUM,2013,Whole Year ,Turmeric,3264,8917
10.42.0.211-121.12.98.64-51589-80-6,Karnataka,BELGAUM,2014,Kharif     ,Arhar/Tur,2869,2322
10.42.0.211-23.21.95.195-50480-443-6,Karnataka,BELGAUM,2014,Kharif     ,Bajra,9256,6146
10.42.0.42-54.243.147.129-50106-443-6,Karnataka,BELGAUM,2014,Kharif     ,Castor seed,81,49
10.42.0.211-47.88.66.107-40320-80-6,Karnataka,BELGAUM,2014,Kharif     ,Cotton(lint),39811,108785
10.42.0.211-10.42.0.1-55347-53-17,Karnataka,BELGAUM,2014,Kharif     ,Cowpea(Lobia),871,830
180.76.168.195-10.42.0.211-80-45735-6,Karnataka,BELGAUM,2014,Kharif     ,Dry chillies,2751,7438
10.42.0.151-10.42.0.1-46838-53-17,Karnataka,BELGAUM,2014,Kharif     ,Groundnut,33675,30904
10.42.0.42-61.160.234.14-39472-80-6,Karnataka,BELGAUM,2014,Kharif     ,Horse-gram,1417,583
172.217.10.238-10.42.0.211-443-40039-6,Karnataka,BELGAUM,2014,Kharif     ,Jowar,20218,27793
10.42.0.211-106.11.135.2-55573-443-6,Karnataka,BELGAUM,2014,Kharif     ,Maize,119185,447468
10.42.0.42-52.192.237.93-56727-443-6,Karnataka,BELGAUM,2014,Kharif     ,Moong(Green Gram),25848,4616
172.217.10.72-10.42.0.151-443-54830-6,Karnataka,BELGAUM,2014,Kharif     ,Niger seed,238,71
10.42.0.211-66.231.239.124-34823-80-6,Karnataka,BELGAUM,2014,Kharif     ,Onion,10001,48132
10.42.0.211-52.84.134.157-46432-443-6,Karnataka,BELGAUM,2014,Kharif     ,Other Kharif pulses,1272,706
222.73.28.96-10.42.0.211-80-37142-6,Karnataka,BELGAUM,2014,Kharif     ,Potato,3616,34345
182.22.31.252-10.42.0.211-443-33057-6,Karnataka,BELGAUM,2014,Rabi       ,Sunflower,8150,4963
172.217.12.202-10.42.0.211-443-43309-6,Karnataka,BELGAUM,2014,Rabi       ,Urad,3,1
172.217.12.206-10.42.0.211-443-36961-6,Karnataka,BELGAUM,2014,Rabi       ,Wheat,46809,74085
10.42.0.211-36.110.213.49-60300-80-6,Karnataka,BELGAUM,2014,Summer     ,Cotton(lint),29,55
183.3.235.80-10.42.0.151-80-54388-6,Karnataka,BELGAUM,2014,Summer     ,Cowpea(Lobia),210,77
172.217.6.238-10.42.0.211-443-38078-6,Karnataka,BELGAUM,2014,Summer     ,Dry chillies,1135,2607
10.42.0.42-52.197.242.223-38492-443-6,Karnataka,BELGAUM,2014,Summer     ,Groundnut,4050,3690
208.185.50.80-10.42.0.151-443-52438-6,Karnataka,BELGAUM,2014,Summer     ,Jowar,64,135
172.217.12.131-10.42.0.42-443-45974-6,Karnataka,BELGAUM,2014,Summer     ,Maize,4265,17427
183.79.250.123-10.42.0.211-443-35946-6,Karnataka,BELGAUM,2014,Summer     ,Onion,157,770
172.217.10.225-10.42.0.151-443-45440-6,Karnataka,BELGAUM,2014,Summer     ,Potato,106,1453
172.217.9.238-10.42.0.211-443-60325-6,Karnataka,BELGAUM,2014,Summer     ,Sunflower,1047,764
10.42.0.211-104.244.43.163-33471-443-6,Karnataka,BELGAUM,2014,Whole Year ,Arecanut,7,65
183.79.250.123-10.42.0.211-443-48386-6,Karnataka,BELGAUM,2014,Whole Year ,Cashewnut,1638,3016
10.42.0.211-106.39.162.36-53911-80-6,Karnataka,BELGAUM,2014,Whole Year ,Coconut ,131,1169
10.42.0.151-31.13.71.37-57275-443-6,Karnataka,BELGAUM,2014,Whole Year ,Coriander,215,87
8.0.6.4-8.6.0.1-0-0-0,Karnataka,BELGAUM,2014,Whole Year ,Dry ginger,22,639
172.217.11.45-10.42.0.151-443-42726-6,Karnataka,BELGAUM,2014,Whole Year ,Garlic,720,1652
172.217.12.202-10.42.0.211-443-44458-6,Karnataka,BELGAUM,2014,Whole Year ,Mesta,171,192
10.42.0.151-10.42.0.1-11480-53-17,Karnataka,BELGAUM,2014,Whole Year ,Sannhamp,77,19
172.217.10.46-10.42.0.151-443-48726-6,Karnataka,BELGAUM,2014,Whole Year ,Sugarcane,180571,16296533
180.76.151.225-10.42.0.42-80-51634-6,Karnataka,BELGAUM,2014,Whole Year ,Sweet potato,2135,38885
10.42.0.211-23.219.23.167-60540-80-6,Karnataka,BELGAUM,2014,Whole Year ,Tobacco,8786,11685
150.138.170.22-10.42.0.211-443-37044-6,Karnataka,BELGAUM,2014,Whole Year ,Turmeric,1960,4943
10.42.0.211-52.84.29.154-57110-443-6,Karnataka,BELLARY,2019,Kharif     ,Arhar/Tur,10477,3324
172.217.10.136-10.42.0.42-443-46209-6,Karnataka,BELLARY,2019,Kharif     ,Bajra,14047,7221
10.42.0.211-52.94.232.33-54222-443-6,Karnataka,BELLARY,2019,Kharif     ,Dry chillies,12763,11640
169.45.210.78-10.42.0.42-5222-36611-6,Karnataka,BELLARY,2019,Kharif     ,Groundnut,76932,38353
10.42.0.42-64.71.142.95-48476-443-6,Karnataka,BELLARY,2021,Rabi       ,Ragi,29,29
180.163.255.159-10.42.0.42-443-50712-6,Karnataka,BELLARY,2021,Rabi       ,Rapeseed &Mustard,101,8
10.42.0.211-10.42.0.1-1458-53-17,Karnataka,BELLARY,2021,Rabi       ,Safflower,6116,6219
10.42.0.1-10.42.0.42-53-6450-17,Karnataka,BELLARY,2021,Rabi       ,Sunflower,22273,8090
10.42.0.151-104.244.43.195-58059-443-6,Karnataka,BELLARY,2021,Rabi       ,Urad,107,40
10.42.0.211-52.179.184.189-54978-443-6,Karnataka,BELLARY,2021,Rabi       ,Wheat,1909,1784
10.42.0.211-10.42.0.1-41732-53-17,Karnataka,BELLARY,2021,Summer     ,Jowar,1263,2902
169.47.40.144-10.42.0.211-443-39484-6,Karnataka,BELLARY,2021,Summer     ,Maize,591,1080
10.42.0.211-31.13.80.8-52716-443-6,Karnataka,BELLARY,2021,Summer     ,Ragi,8,16
172.217.10.138-10.42.0.211-443-39056-6,Karnataka,BELLARY,2021,Summer     ,Rice,31432,94717
10.42.0.151-54.192.38.230-55604-443-6,Karnataka,BELLARY,2021,Summer     ,Sunflower,5648,3348
10.42.0.151-52.26.15.212-32772-443-6,Karnataka,BELLARY,2021,Whole Year ,Banana,1756,48344
157.55.130.155-10.42.0.211-40008-60774-17,Karnataka,BELLARY,2021,Whole Year ,Coconut ,1173,5601
173.222.148.33-10.42.0.151-80-36565-6,Karnataka,BELLARY,2021,Whole Year ,Coriander,5948,1201
199.16.156.43-10.42.0.211-443-58812-6,Karnataka,BELLARY,2021,Whole Year ,Dry chillies,14920,26749
172.217.3.100-10.42.0.211-443-60924-6,Karnataka,BELLARY,2021,Whole Year ,Garlic,2,5
10.42.0.151-98.139.199.204-36651-443-6,Karnataka,BELLARY,2021,Whole Year ,Onion,5448,39556
10.42.0.211-123.59.190.237-34423-80-6,Karnataka,BELLARY,2021,Whole Year ,Sannhamp,34,9
10.42.0.211-10.42.0.1-28631-53-17,Karnataka,BELLARY,2005,Rabi       ,Other  Rabi pulses,1634,181
10.42.0.42-31.13.80.5-53686-443-6,Karnataka,BELLARY,2005,Rabi       ,Rapeseed &Mustard,295,23
10.42.0.42-66.198.178.50-58103-80-6,Karnataka,BELLARY,2005,Rabi       ,Rice,490,1871
10.42.0.1-10.42.0.42-53-1782-17,Karnataka,BELLARY,2005,Rabi       ,Safflower,4832,1579
10.42.0.211-66.102.255.61-36644-443-6,Karnataka,BELLARY,2005,Rabi       ,Sunflower,58156,17037
10.42.0.211-23.21.51.186-33816-443-6,Karnataka,BELLARY,2005,Rabi       ,Urad,80,38
10.42.0.151-10.42.0.1-54786-53-17,Karnataka,BELLARY,2005,Rabi       ,Wheat,1228,1341
172.217.1.35-10.42.0.151-443-48316-6,Karnataka,BELLARY,2005,Summer     ,Bajra,913,1084
172.217.11.3-10.42.0.151-443-41333-6,Karnataka,BELLARY,2005,Summer     ,Dry chillies,63,166
10.42.0.211-31.13.73.1-37807-443-6,Karnataka,BELLARY,2005,Summer     ,Jowar,886,2104
10.42.0.211-74.6.105.13-54814-443-6,Karnataka,BELLARY,2005,Summer     ,Maize,417,1585
10.42.0.211-54.243.160.133-55820-443-6,Karnataka,BELLARY,2005,Summer     ,Onion,741,13535
169.55.67.247-10.42.0.211-5222-58851-6,Karnataka,BELLARY,2005,Summer     ,Ragi,82,179
10.42.0.211-64.71.142.124-35346-80-6,Karnataka,BELLARY,2005,Summer     ,Rice,40538,138524
10.42.0.42-31.13.80.37-38718-443-6,Karnataka,BELLARY,2005,Summer     ,Sunflower,5907,4551
239.255.255.250-10.42.0.1-1900-39243-17,Karnataka,BELLARY,2005,Whole Year ,Arecanut,58,389
10.42.0.211-10.42.0.1-39130-53-17,Karnataka,BELLARY,2005,Whole Year ,Banana,14,607
10.42.0.42-36.110.210.167-47297-80-6,Karnataka,BELLARY,2005,Whole Year ,Coconut ,1140,5443
10.42.0.211-10.42.0.1-8054-53-17,Karnataka,BELLARY,2005,Whole Year ,Coriander,3809,769
172.217.10.110-10.42.0.151-443-33468-6,Karnataka,BELLARY,2005,Whole Year ,Cotton(lint),26690,35262
172.217.6.238-10.42.0.42-443-56001-6,Karnataka,BELLARY,2005,Whole Year ,Dry ginger,1,13
10.42.0.211-106.39.169.66-42620-80-6,Karnataka,BELLARY,2005,Whole Year ,Sugarcane,3531,338799
10.42.0.151-10.42.0.1-12671-53-17,Karnataka,BELLARY,2005,Whole Year ,Tobacco,379,240
10.42.0.42-61.135.185.139-53271-80-6,Karnataka,BELLARY,2006,Kharif     ,Arhar/Tur,9353,4363
10.42.0.151-10.42.0.1-42781-53-17,Karnataka,BELLARY,2006,Kharif     ,Bajra,15831,7505
151.101.45.140-10.42.0.151-443-56182-6,Karnataka,BELLARY,2006,Kharif     ,Castor seed,185,148
183.79.17.108-10.42.0.151-443-60435-6,Karnataka,BELLARY,2006,Kharif     ,Gram,32,4
202.77.129.232-10.42.0.211-80-48678-6,Karnataka,BELLARY,2006,Kharif     ,Groundnut,58136,13118
10.42.0.211-10.42.0.1-61324-53-17,Karnataka,BELLARY,2006,Kharif     ,Horse-gram,4818,2632
172.217.3.110-10.42.0.151-443-43259-6,Karnataka,BELLARY,2006,Kharif     ,Jowar,37111,42306
10.42.0.151-106.39.169.66-44462-80-6,Karnataka,BELLARY,2006,Kharif     ,Maize,79209,179807
172.217.10.68-10.42.0.151-443-39367-6,Karnataka,BELLARY,2006,Kharif     ,Moong(Green Gram),2698,420
203.205.158.34-10.42.0.42-80-33793-6,Karnataka,BELLARY,2006,Kharif     ,Niger seed,663,171
203.205.158.61-10.42.0.211-80-36236-6,Karnataka,BELLARY,2006,Kharif     ,Other Kharif pulses,1460,675
172.217.11.46-10.42.0.151-443-34578-6,Karnataka,BELLARY,2006,Kharif     ,Ragi,3688,1657
220.243.219.55-10.42.0.151-80-42898-6,Karnataka,BELLARY,2006,Kharif     ,Rapeseed &Mustard,75,6
172.217.11.14-10.42.0.211-443-40681-6,Karnataka,BELLARY,2006,Kharif     ,Rice,66354,204553
182.254.5.234-10.42.0.42-80-39471-6,Karnataka,BELLARY,2006,Kharif     ,Sesamum,6199,1537
8.0.6.4-8.6.0.1-0-0-0,Karnataka,BELLARY,2006,Kharif     ,Small millets,4021,726
172.217.12.136-10.42.0.151-443-57895-6,Karnataka,BELLARY,2006,Kharif     ,Sunflower,48648,18060
173.194.66.188-10.42.0.42-5228-38809-6,Karnataka,BELLARY,2007,Rabi       ,Other  Rabi pulses,2091,497
172.217.12.170-10.42.0.211-443-49847-6,Karnataka,BELLARY,2007,Rabi       ,Rice,367,1414
10.42.0.211-10.42.0.1-17935-53-17,Karnataka,BELLARY,2007,Rabi       ,Safflower,3198,1972
10.42.0.151-10.42.0.1-25969-53-17,Karnataka,BELLARY,2007,Rabi       ,Sunflower,42833,16935
10.42.0.211-125.39.133.40-33125-80-6,Karnataka,BELLARY,2007,Rabi       ,Urad,115,45
172.217.12.202-10.42.0.42-443-40749-6,Karnataka,BELLARY,2007,Rabi       ,Wheat,1162,1226
10.42.0.151-106.39.169.66-43566-80-6,Karnataka,BELLARY,2007,Summer     ,Bajra,1574,1570
157.240.2.20-10.42.0.211-443-51887-6,Karnataka,BELLARY,2007,Summer     ,Dry chillies,45,152
172.217.10.35-10.42.0.211-443-57160-6,Karnataka,BELLARY,2007,Summer     ,Jowar,967,2303
157.240.2.20-10.42.0.211-443-59273-6,Karnataka,BELLARY,2007,Summer     ,Maize,1416,4001
10.42.0.151-95.213.11.133-55964-443-6,Karnataka,BELLARY,2007,Summer     ,Onion,476,2170
10.42.0.211-10.42.0.1-53446-53-17,Karnataka,BELLARY,2007,Summer     ,Ragi,63,131
172.217.12.202-10.42.0.151-443-55655-6,Karnataka,BELLARY,2007,Summer     ,Rice,40890,131492
172.217.12.142-10.42.0.151-443-51894-6,Karnataka,BELLARY,2007,Summer     ,Sunflower,7283,7472
10.42.0.211-10.42.0.1-1162-53-17,Karnataka,BELLARY,2007,Whole Year ,Arecanut,62,416
10.42.0.211-10.42.0.1-31991-53-17,Karnataka,BELLARY,2007,Whole Year ,Banana,1189,21821
10.42.0.211-104.97.95.172-39533-80-6,Karnataka,BELLARY,2007,Whole Year ,Coconut ,1310,6670
10.42.0.211-36.110.213.49-49747-80-6,Karnataka,BELLARY,2007,Whole Year ,Coriander,3281,1241
151.101.129.140-10.42.0.42-443-48106-6,Karnataka,BELLARY,2007,Whole Year ,Cotton(lint),26604,48546
10.42.0.151-72.21.206.141-47408-443-6,Karnataka,BELLARY,2007,Whole Year ,Dry ginger,1,21
172.217.12.170-10.42.0.211-443-55867-6,Karnataka,BELLARY,2007,Whole Year ,Sannhamp,81,20
10.42.0.211-10.42.0.1-45516-53-17,Karnataka,BELLARY,2007,Whole Year ,Sugarcane,2402,203089
8.0.6.4-8.6.0.1-0-0-0,Karnataka,BELLARY,2007,Whole Year ,Tobacco,245,104
10.42.0.211-68.67.178.199-40451-443-6,Karnataka,BELLARY,2007,Whole Year ,Turmeric,4,31
172.217.10.74-10.42.0.42-443-44597-6,Karnataka,BELLARY,2008,Kharif     ,Arhar/Tur,9640,4854
172.217.10.2-10.42.0.211-443-53095-6,Karnataka,BELLARY,2008,Kharif     ,Bajra,12052,7336
180.149.153.68-10.42.0.211-80-35805-6,Karnataka,BELLARY,2008,Kharif     ,Castor seed,118,112
10.42.0.151-10.42.0.1-9648-53-17,Karnataka,BELLARY,2008,Kharif     ,Dry chillies,13202,15013
174.35.73.149-10.42.0.211-80-59859-6,Karnataka,BELLARY,2008,Kharif     ,Groundnut,62958,16648
10.42.0.151-10.42.0.1-14874-53-17,Karnataka,BELLARY,2008,Kharif     ,Horse-gram,4688,2855
10.42.0.151-10.42.0.1-43503-53-17,Karnataka,BELLARY,2008,Kharif     ,Jowar,29507,32475
10.42.0.211-10.42.0.1-4680-53-17,Karnataka,BELLARY,2008,Kharif     ,Maize,81737,221134
10.42.0.151-23.217.155.120-34022-80-6,Karnataka,BELLARY,2008,Kharif     ,Moong(Green Gram),1075,88
203.205.147.229-10.42.0.211-80-57525-6,Karnataka,BELLARY,2008,Kharif     ,Niger seed,604,221
10.42.0.211-10.42.0.1-54952-53-17,Karnataka,BELLARY,2008,Kharif     ,Onion,3148,16481
10.42.0.211-106.11.94.27-34714-443-6,Karnataka,BELLARY,2008,Kharif     ,Other Kharif pulses,926,631
220.181.7.190-10.42.0.42-443-40329-6,Karnataka,BELLARY,2008,Kharif     ,Ragi,3576,1783
172.217.6.238-10.42.0.42-443-50604-6,Karnataka,BELLARY,2008,Kharif     ,Rice,77958,283650.18
172.217.10.106-10.42.0.42-443-59623-6,Karnataka,BELLARY,2008,Kharif     ,Sesamum,2018,581
172.217.6.206-10.42.0.151-443-52713-6,Karnataka,BELLARY,2008,Kharif     ,Sunflower,36013,15316
10.42.0.42-66.198.24.243-33915-80-6,Karnataka,BELLARY,2008,Kharif     ,Urad,13,3
174.35.73.71-10.42.0.151-80-44106-6,Karnataka,BELLARY,2008,Rabi       ,Bajra,354,331
192.229.173.173-10.42.0.211-443-58664-6,Karnataka,BELLARY,2008,Rabi       ,Dry chillies,38,64
172.217.11.46-10.42.0.151-443-59173-6,Karnataka,BELLARY,2008,Rabi       ,Gram,38579,25555
10.42.0.211-10.42.0.1-27453-53-17,Karnataka,BELLARY,2008,Rabi       ,Groundnut,8967,7437
10.42.0.151-121.12.98.64-33800-80-6,Karnataka,BELLARY,2008,Rabi       ,Horse-gram,1180,373
10.42.0.151-54.243.209.150-51960-443-6,Karnataka,BELLARY,2008,Rabi       ,Jowar,25723,32753
10.42.0.42-111.202.114.77-53158-443-6,Karnataka,BELLARY,2008,Rabi       ,Linseed,15,6
140.205.230.8-10.42.0.211-443-33087-6,Karnataka,BELLARY,2008,Rabi       ,Maize,3418,7487
10.42.0.151-121.31.30.143-57551-80-6,Karnataka,BELLARY,2008,Rabi       ,Moong(Green Gram),50,13
10.42.0.211-104.88.106.21-36830-80-6,Karnataka,BELLARY,2008,Rabi       ,Onion,122,815
10.42.0.151-69.90.153.133-39019-443-6,Karnataka,BELLARY,2008,Rabi       ,Other  Rabi pulses,1762,440
10.42.0.42-47.89.68.225-59830-443-6,Karnataka,BELLARY,2008,Rabi       ,Ragi,54,79
172.217.6.206-10.42.0.151-443-38474-6,Karnataka,BELLARY,2008,Rabi       ,Rice,150,700
10.42.0.211-10.42.0.1-12756-53-17,Karnataka,BELLARY,2008,Rabi       ,Safflower,1285,472
172.217.11.13-10.42.0.42-443-52663-6,Karnataka,BELLARY,2008,Rabi       ,Sunflower,52536,17629
220.243.235.201-10.42.0.211-80-53653-6,Karnataka,BELLARY,2008,Rabi       ,Urad,126,55
10.42.0.211-104.192.110.245-59696-80-6,Karnataka,BELLARY,2008,Rabi       ,Wheat,1272,1444
10.42.0.211-121.41.62.82-44183-1088-6,Karnataka,BELLARY,2008,Summer     ,Bajra,994,1180
172.217.11.14-10.42.0.151-443-39135-6,Karnataka,BELLARY,2008,Summer     ,Dry chillies,34,112
10.42.0.211-119.146.74.49-58936-443-6,Karnataka,BELLARY,2008,Summer     ,Jowar,1085,2472
180.149.136.194-10.42.0.211-80-56935-6,Karnataka,BELLARY,2008,Summer     ,Maize,2305,6160
10.42.0.151-10.42.0.1-21161-53-17,Karnataka,BELLARY,2008,Summer     ,Onion,605,3151
180.149.136.247-10.42.0.151-80-52459-6,Karnataka,BELLARY,2008,Summer     ,Ragi,69,137
172.217.11.14-10.42.0.151-443-43043-6,Karnataka,BELLARY,2008,Summer     ,Rice,44613,157154
173.231.178.116-10.42.0.211-443-51987-6,Karnataka,BELLARY,2008,Summer     ,Sunflower,4680,3881
202.77.129.150-10.42.0.211-80-56643-6,Karnataka,BELLARY,2013,Rabi       ,Onion,352,2473
172.217.10.99-10.42.0.151-443-49579-6,Karnataka,BELLARY,2013,Rabi       ,Other  Rabi pulses,116,40
172.217.3.99-10.42.0.151-443-53892-6,Karnataka,BELLARY,2013,Rabi       ,Ragi,149,217
172.217.10.106-10.42.0.42-443-34967-6,Karnataka,BELLARY,2013,Rabi       ,Safflower,121,202
10.42.0.42-69.147.82.61-58930-443-6,Karnataka,BELLARY,2013,Rabi       ,Sunflower,11730,7444
10.42.0.211-10.42.0.1-33242-53-17,Karnataka,BELLARY,2013,Rabi       ,Urad,23,13
172.217.12.174-10.42.0.151-443-46699-6,Karnataka,BELLARY,2013,Rabi       ,Wheat,328,346
10.42.0.211-104.88.89.135-47954-443-6,Karnataka,BELLARY,2013,Summer     ,Cotton(lint),1095,3947
172.217.12.195-10.42.0.151-443-44868-6,Karnataka,BELLARY,2013,Summer     ,Cowpea(Lobia),768,482
10.42.0.211-121.14.255.82-50042-80-6,Karnataka,BELLARY,2013,Summer     ,Dry chillies,351,933
172.217.11.35-10.42.0.151-443-36659-6,Karnataka,BELLARY,2013,Summer     ,Groundnut,8042,8465
10.42.0.211-10.42.0.1-54298-53-17,Karnataka,BELLARY,2013,Summer     ,Jowar,2537,4107
