Fid,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
10.42.0.211-31.13.69.245-51560-443-6,Karnataka,BELLARY,2013,Summer     ,Maize,1698,6085
180.149.136.194-10.42.0.211-80-52296-6,Karnataka,BELLARY,2013,Summer     ,Onion,1111,12048
10.42.0.211-23.206.166.62-45980-80-6,Karnataka,BELLARY,2013,Summer     ,Potato,26,365
180.76.174.197-10.42.0.211-80-52226-6,Karnataka,BELLARY,2013,Summer     ,Ragi,187,367
180.76.147.76-10.42.0.211-80-37281-6,Karnataka,BELLARY,2013,Summer     ,Rice,34538,127832
172.217.7.2-10.42.0.211-443-48578-6,Karnataka,BELLARY,2013,Summer     ,Sunflower,1909,2372
172.217.10.46-10.42.0.151-443-54716-6,Karnataka,BELLARY,2013,Whole Year ,Arecanut,10,111
10.42.0.151-10.42.0.1-53180-53-17,Karnataka,BELLARY,2013,Whole Year ,Coconut ,2901,23016
10.42.0.211-10.42.0.1-65472-53-17,Karnataka,BELLARY,2013,Whole Year ,Coriander,838,260
10.42.0.211-54.192.38.65-58612-443-6,Karnataka,BELLARY,2013,Whole Year ,Mesta,42,56
180.149.135.239-10.42.0.42-80-45492-6,Karnataka,BELLARY,2013,Whole Year ,Sugarcane,6004,484823
10.42.0.211-74.6.105.13-53298-443-6,Karnataka,BELLARY,2013,Whole Year ,Tobacco,9,7
180.76.145.14-10.42.0.211-80-45103-6,Karnataka,BELLARY,2014,Kharif     ,Arhar/Tur,3427,1319
10.42.0.211-114.134.80.163-38568-80-6,Karnataka,BELLARY,2014,Kharif     ,Bajra,15570,16700
10.42.0.211-10.42.0.1-52377-53-17,Karnataka,BELLARY,2014,Kharif     ,Castor seed,64,39
203.205.128.137-10.42.0.151-80-44012-6,Karnataka,BELLARY,2014,Kharif     ,Cotton(lint),78646,242150
202.77.129.230-10.42.0.211-80-58924-6,Karnataka,BELLARY,2014,Kharif     ,Cowpea(Lobia),284,125
10.42.0.211-115.239.210.141-41213-80-6,Karnataka,BENGALURU URBAN,2019,Kharif     ,Maize,5972,16426
10.42.0.151-104.254.66.16-34619-80-6,Karnataka,BENGALURU URBAN,2019,Kharif     ,Paddy,3507,16540
10.42.0.211-23.208.106.113-34428-443-6,Karnataka,BENGALURU URBAN,2019,Kharif     ,Ragi,178931,309672
184.72.52.0-10.42.0.211-443-40980-6,Karnataka,BENGALURU URBAN,2019,Kharif     ,Rice,3507,11033
202.77.129.150-10.42.0.211-80-48417-6,Karnataka,BENGALURU URBAN,2019,Rabi       ,Dry chillies,186,304
10.42.0.151-64.71.142.110-48335-443-6,Karnataka,BENGALURU URBAN,2019,Rabi       ,Groundnut,683,624
10.42.0.151-13.32.250.46-49073-443-6,Karnataka,BENGALURU URBAN,2019,Rabi       ,Horse-gram,8299,7442
10.42.0.42-106.11.94.6-51069-443-6,Karnataka,BENGALURU URBAN,2019,Rabi       ,Maize,339,694
8.41.222.241-10.42.0.211-443-42254-6,Karnataka,BENGALURU URBAN,2019,Rabi       ,Ragi,961,1303
182.254.5.234-10.42.0.211-80-47925-6,Karnataka,BENGALURU URBAN,2019,Summer     ,Maize,440,953
216.58.219.234-10.42.0.211-443-59353-6,Karnataka,BENGALURU URBAN,2019,Summer     ,Paddy,1252,5232
10.42.0.151-10.42.0.1-15941-53-17,Karnataka,BENGALURU URBAN,2019,Summer     ,Ragi,2040,3777
10.42.0.211-64.71.142.96-40901-80-6,Karnataka,BENGALURU URBAN,2019,Summer     ,Rice,1252,3490
10.42.0.211-10.42.0.1-43096-53-17,Karnataka,BENGALURU URBAN,2019,Whole Year ,Arecanut,762,1066
172.217.3.110-10.42.0.151-443-42814-6,Karnataka,BENGALURU URBAN,2019,Whole Year ,Coriander,154,17
10.42.0.211-52.203.81.17-39456-443-6,Karnataka,BENGALURU URBAN,2019,Whole Year ,Garlic,21,24
219.142.78.217-10.42.0.151-80-51735-6,Karnataka,BENGALURU URBAN,2019,Whole Year ,Sugarcane,1585,149070
216.58.219.234-10.42.0.211-443-42992-6,Karnataka,BENGALURU URBAN,2019,Whole Year ,Turmeric,54,181
10.42.0.151-23.22.222.60-49666-443-6,Karnataka,BENGALURU URBAN,2022,Kharif     ,Arhar/Tur,936,436
10.42.0.211-36.110.213.174-53941-443-6,Karnataka,BENGALURU URBAN,2022,Kharif     ,Castor seed,351,299
172.217.12.170-10.42.0.211-443-59332-6,Karnataka,BENGALURU URBAN,2022,Kharif     ,Dry ginger,8,93
10.42.0.42-106.39.162.36-33206-80-6,Karnataka,BENGALURU URBAN,2022,Kharif     ,Groundnut,769,709
172.217.12.202-10.42.0.211-443-60856-6,Karnataka,BENGALURU URBAN,2022,Kharif     ,Horse-gram,2603,1246
10.42.0.211-31.13.65.7-32839-443-6,Karnataka,BENGALURU URBAN,2022,Kharif     ,Maize,977,3216
10.42.0.151-10.42.0.1-60231-53-17,Karnataka,BENGALURU URBAN,2022,Kharif     ,Moong(Green Gram),112,22
10.42.0.211-114.134.80.163-45484-80-6,Karnataka,BENGALURU URBAN,2022,Kharif     ,Niger seed,688,170
216.58.219.206-10.42.0.211-443-54204-6,Karnataka,BENGALURU URBAN,2022,Kharif     ,Onion,74,335
151.101.45.140-10.42.0.211-443-48546-6,Karnataka,BENGALURU URBAN,2022,Kharif     ,Peas & beans (Pulses),13,119
163.177.151.166-10.42.0.211-443-43422-6,Karnataka,BENGALURU URBAN,2022,Kharif     ,Potato,104,2219
10.42.0.42-54.239.17.112-52597-443-6,Karnataka,BENGALURU URBAN,2022,Kharif     ,Ragi,47929,102625
175.100.207.231-10.42.0.42-80-58407-6,Karnataka,BENGALURU URBAN,2022,Kharif     ,Rapeseed &Mustard,742,241
216.58.219.206-10.42.0.211-443-37128-6,Karnataka,BENGALURU URBAN,2022,Kharif     ,Rice,5124,14255
10.42.0.151-104.244.42.129-40238-80-6,Karnataka,BENGALURU URBAN,2022,Kharif     ,Sesamum,137,55
10.42.0.211-10.42.0.1-35425-53-17,Karnataka,BENGALURU URBAN,2022,Kharif     ,Sunflower,47,14
10.42.0.211-64.71.142.124-48549-80-6,Karnataka,BENGALURU URBAN,2022,Rabi       ,Groundnut,116,137
180.149.136.194-10.42.0.211-80-36093-6,Karnataka,BENGALURU URBAN,2022,Rabi       ,Horse-gram,3221,1934
10.42.0.211-66.198.178.88-47744-443-6,Karnataka,BIDAR,2017,Rabi       ,Safflower,11239,16272
10.42.0.211-104.192.110.245-49983-443-6,Karnataka,BIDAR,2017,Rabi       ,Sunflower,4489,1817
10.42.0.42-23.194.140.226-54692-80-6,Karnataka,BIDAR,2017,Rabi       ,Wheat,10101,8188
172.217.6.238-10.42.0.151-443-53739-6,Karnataka,BIDAR,2017,Summer     ,Sunflower,202,165
172.217.10.234-10.42.0.211-443-48593-6,Karnataka,BIDAR,2017,Whole Year ,Coconut ,27,129
10.42.0.42-36.110.213.49-51957-80-6,Karnataka,BIDAR,2017,Whole Year ,Coriander,788,83
10.42.0.42-52.84.37.117-50420-443-6,Karnataka,BIDAR,2017,Whole Year ,Dry chillies,766,681
10.42.0.211-31.13.80.12-37010-443-6,Karnataka,BIDAR,2017,Whole Year ,Onion,568,6961
10.42.0.211-123.125.115.164-54410-443-6,Karnataka,BIDAR,2017,Whole Year ,Peas & beans (Pulses),22,151
10.42.0.151-31.13.80.5-35891-443-6,Karnataka,BIDAR,2017,Whole Year ,Potato,58,1122
10.42.0.211-10.42.0.1-41060-53-17,Karnataka,BIDAR,2017,Whole Year ,Sannhamp,329,82
10.42.0.211-121.12.98.64-56591-80-6,Karnataka,BIDAR,2017,Whole Year ,Sugarcane,29225,1415951
10.42.0.211-104.192.110.245-58774-80-6,Karnataka,BIDAR,2017,Whole Year ,Turmeric,163,660
172.217.3.104-10.42.0.151-443-52409-6,Karnataka,BIDAR,2002,Kharif     ,Arhar/Tur,67313,40990
10.42.0.211-36.110.213.49-53913-443-6,Karnataka,BIDAR,2002,Kharif     ,Bajra,8364,6234
172.217.17.67-10.42.0.151-443-56369-6,Karnataka,BIDAR,2002,Kharif     ,Cotton(lint),1477,2410
192.229.173.173-10.42.0.211-443-49929-6,Karnataka,BIDAR,2002,Kharif     ,Dry ginger,1047,13309
10.42.0.151-10.42.0.1-33520-53-17,Karnataka,BIDAR,2002,Kharif     ,Groundnut,1374,733
10.42.0.211-108.174.10.10-56372-80-6,Karnataka,BIDAR,2002,Kharif     ,Horse-gram,46,18
203.205.179.172-10.42.0.151-80-34257-6,Karnataka,BIDAR,2002,Kharif     ,Jowar,69191,108598
172.217.10.42-10.42.0.42-443-56092-6,Karnataka,BIDAR,2002,Kharif     ,Maize,267,386
172.217.10.14-10.42.0.151-443-57357-6,Karnataka,BIDAR,2002,Kharif     ,Mesta,1386,999
172.217.12.129-10.42.0.151-443-56129-17,Karnataka,BIDAR,2002,Kharif     ,Moong(Green Gram),47526,5328
10.42.0.211-10.42.0.1-1528-53-17,Karnataka,BIDAR,2002,Kharif     ,Niger seed,6024,686
172.217.10.106-10.42.0.151-443-54097-6,Karnataka,BIDAR,2002,Kharif     ,Other Kharif pulses,963,98
157.240.2.25-10.42.0.42-443-44142-6,Karnataka,BIDAR,2002,Kharif     ,Rice,10083,5672
203.90.242.126-10.42.0.42-443-43474-6,Karnataka,BIDAR,2002,Kharif     ,Sesamum,9255,5170
10.42.0.211-31.13.71.3-52453-443-6,Karnataka,BIDAR,2002,Kharif     ,Small millets,489,299
183.79.249.252-10.42.0.42-443-39809-6,Karnataka,BIDAR,2002,Kharif     ,Soyabean,382,317
172.217.7.164-10.42.0.211-443-53747-6,Madhya Pradesh,HOSHANGABAD,2010,Rabi       ,Rapeseed &Mustard,55,55
192.229.173.173-10.42.0.42-443-33623-6,Madhya Pradesh,HOSHANGABAD,2010,Rabi       ,Urad,8,3
203.205.158.60-10.42.0.151-80-54609-6,Madhya Pradesh,HOSHANGABAD,2010,Rabi       ,Wheat,242251,853964
203.205.128.137-10.42.0.42-80-37901-6,Madhya Pradesh,HOSHANGABAD,2010,Whole Year ,Banana,2,84
10.42.0.211-106.11.14.99-55093-443-6,Madhya Pradesh,HOSHANGABAD,2010,Whole Year ,Coriander,330,152
172.217.10.227-10.42.0.151-443-37033-6,Madhya Pradesh,HOSHANGABAD,2010,Whole Year ,Dry chillies,496,1582
203.205.158.62-10.42.0.211-80-34142-6,Madhya Pradesh,HOSHANGABAD,2010,Whole Year ,Dry ginger,103,141
172.217.10.131-10.42.0.151-443-51594-6,Madhya Pradesh,HOSHANGABAD,2010,Whole Year ,Garlic,119,406
10.42.0.42-103.7.30.118-49575-80-6,Madhya Pradesh,HOSHANGABAD,2010,Whole Year ,Onion,503,8270
10.42.0.211-10.42.0.1-42418-53-17,Madhya Pradesh,HOSHANGABAD,2010,Whole Year ,Potato,346,3419
10.42.0.151-106.11.92.6-35614-443-6,Madhya Pradesh,HOSHANGABAD,2010,Whole Year ,Sesamum,216,186
10.42.0.1-10.42.0.42-53-36378-17,Madhya Pradesh,HOSHANGABAD,2010,Whole Year ,Sugarcane,1572,54690
10.42.0.151-47.89.67.245-57930-443-6,Madhya Pradesh,HOSHANGABAD,2010,Whole Year ,Sweet potato,308,1363
10.42.0.151-10.42.0.1-48052-53-17,Madhya Pradesh,HOSHANGABAD,2010,Whole Year ,Turmeric,14,17
216.58.217.68-10.42.0.211-443-59345-6,Madhya Pradesh,HOSHANGABAD,2011,Kharif     ,Arhar/Tur,8334,7750
10.42.0.211-10.42.0.1-2364-53-17,Madhya Pradesh,HOSHANGABAD,2011,Kharif     ,Bajra,21,31
172.217.11.42-10.42.0.211-443-60899-6,Madhya Pradesh,HOSHANGABAD,2011,Kharif     ,Barley,4,12
10.42.0.211-10.42.0.1-19844-53-17,Madhya Pradesh,HOSHANGABAD,2011,Kharif     ,Castor seed,8,3
172.217.3.98-10.42.0.42-443-49783-6,Madhya Pradesh,HOSHANGABAD,2011,Kharif     ,Groundnut,67,80
172.217.9.237-10.42.0.42-443-48464-6,Madhya Pradesh,HOSHANGABAD,2011,Kharif     ,Jowar,553,895
10.42.0.211-10.42.0.1-11397-53-17,Madhya Pradesh,HOSHANGABAD,2011,Kharif     ,Maize,1104,1341
10.42.0.151-31.13.80.5-56530-443-6,Madhya Pradesh,HOSHANGABAD,2011,Kharif     ,Moong(Green Gram),61,14
10.42.0.211-10.42.0.1-55980-53-17,Madhya Pradesh,HOSHANGABAD,2011,Kharif     ,Other Kharif pulses,33,10
10.42.0.211-31.13.65.7-43200-443-6,Madhya Pradesh,HOSHANGABAD,2011,Kharif     ,Rice,25270,50110
10.42.0.1-10.42.0.42-53-53047-17,Madhya Pradesh,HOSHANGABAD,2011,Kharif     ,Small millets,237,75
10.42.0.211-107.20.218.31-47114-443-6,Madhya Pradesh,HOSHANGABAD,2011,Kharif     ,Soyabean,220745,141498
10.42.0.211-69.147.82.60-54653-443-6,Madhya Pradesh,HOSHANGABAD,2011,Kharif     ,Urad,127,27
198.11.132.221-10.42.0.211-443-57995-6,Madhya Pradesh,HOSHANGABAD,2011,Rabi       ,Gram,21797,33866
10.42.0.1-10.42.0.42-53-39091-17,Madhya Pradesh,HOSHANGABAD,2011,Rabi       ,Jowar,7,21
140.205.156.223-10.42.0.151-443-40698-6,Madhya Pradesh,HOSHANGABAD,2011,Rabi       ,Khesari,43,35
172.217.10.78-10.42.0.42-443-36097-6,Madhya Pradesh,HOSHANGABAD,2011,Rabi       ,Masoor,473,227
10.42.0.151-10.42.0.1-44537-53-17,Madhya Pradesh,HOSHANGABAD,2011,Rabi       ,Moong(Green Gram),686,235
150.138.170.22-10.42.0.211-443-58077-6,Madhya Pradesh,HOSHANGABAD,2011,Rabi       ,Other  Rabi pulses,90,31
172.217.3.99-10.42.0.211-443-45428-6,Madhya Pradesh,HOSHANGABAD,2011,Rabi       ,Peas & beans (Pulses),540,244
10.42.0.1-10.42.0.42-53-15771-17,Madhya Pradesh,HOSHANGABAD,2011,Rabi       ,Urad,2,1
10.42.0.211-104.192.110.245-38564-443-6,Madhya Pradesh,HOSHANGABAD,2011,Rabi       ,Wheat,250555,1186378
10.42.0.151-72.21.206.140-33173-443-6,Madhya Pradesh,HOSHANGABAD,2011,Whole Year ,Coriander,299,156
10.42.0.151-10.42.0.1-43281-53-17,Madhya Pradesh,HOSHANGABAD,2011,Whole Year ,Dry chillies,580,1232
216.58.219.196-10.42.0.151-443-55662-6,Madhya Pradesh,HOSHANGABAD,2011,Whole Year ,Dry ginger,153,170
10.42.0.211-87.240.165.91-49804-443-6,Madhya Pradesh,HOSHANGABAD,2011,Whole Year ,Garlic,85,312
239.255.255.250-10.42.0.151-1900-52959-17,Madhya Pradesh,HOSHANGABAD,2012,Rabi       ,Rapeseed &Mustard,64,84
172.217.10.78-10.42.0.151-443-38684-6,Madhya Pradesh,HOSHANGABAD,2012,Rabi       ,Urad,2,1
10.42.0.211-10.42.0.1-62629-53-17,Madhya Pradesh,HOSHANGABAD,2012,Rabi       ,Wheat,259950,1015365
172.217.12.163-10.42.0.211-443-33652-6,Madhya Pradesh,HOSHANGABAD,2012,Whole Year ,Coriander,305,143
10.42.0.211-66.198.24.240-56224-443-6,Madhya Pradesh,HOSHANGABAD,2012,Whole Year ,Dry chillies,502,1378
216.58.219.227-10.42.0.151-443-42216-6,Madhya Pradesh,HOSHANGABAD,2012,Whole Year ,Dry ginger,114,159
10.42.0.211-27.221.28.163-48836-80-6,Madhya Pradesh,HOSHANGABAD,2012,Whole Year ,Garlic,78,315
10.42.0.42-52.84.40.147-41193-80-6,Madhya Pradesh,HOSHANGABAD,2012,Whole Year ,Onion,457,9012
10.42.0.211-112.80.248.187-38580-80-6,Madhya Pradesh,HOSHANGABAD,2012,Whole Year ,Potato,390,4361
172.217.10.100-10.42.0.211-443-50476-6,Madhya Pradesh,HOSHANGABAD,2012,Whole Year ,Sesamum,368,256
10.42.0.211-52.84.26.207-44904-80-6,Madhya Pradesh,HOSHANGABAD,2012,Whole Year ,Sugarcane,1451,54610
198.11.189.2-10.42.0.211-443-37098-6,Madhya Pradesh,HOSHANGABAD,2012,Whole Year ,Sweet potato,259,1339
203.205.158.60-10.42.0.211-80-44252-6,Madhya Pradesh,HOSHANGABAD,2012,Whole Year ,Turmeric,24,32
10.42.0.151-23.101.151.89-54088-443-6,Madhya Pradesh,HOSHANGABAD,2013,Kharif     ,Arhar/Tur,3210,2361
172.217.10.42-10.42.0.42-443-35293-6,Madhya Pradesh,HOSHANGABAD,2013,Kharif     ,Bajra,18,22
172.217.12.131-10.42.0.151-443-34211-6,Madhya Pradesh,HOSHANGABAD,2013,Kharif     ,Barley,7,13
172.217.11.3-10.42.0.211-443-57967-6,Madhya Pradesh,HOSHANGABAD,2013,Kharif     ,Castor seed,4,2
180.149.136.194-10.42.0.151-80-56053-6,Madhya Pradesh,HOSHANGABAD,2013,Kharif     ,Groundnut,54,47
10.42.0.211-10.42.0.1-1280-53-17,Madhya Pradesh,HOSHANGABAD,2013,Kharif     ,Jowar,12,14
10.42.0.42-115.239.210.141-47688-80-6,Madhya Pradesh,HOSHANGABAD,2013,Kharif     ,Maize,1425,2207
10.42.0.211-74.6.105.13-40627-443-6,Madhya Pradesh,HOSHANGABAD,2013,Kharif     ,Moong(Green Gram),96,23
10.42.0.42-47.89.69.218-56729-443-6,Madhya Pradesh,INDORE,2018,Rabi       ,Barley,1,2
10.42.0.42-66.198.178.50-34004-80-6,Madhya Pradesh,INDORE,2018,Rabi       ,Gram,16726,11273
10.42.0.42-123.151.79.150-45204-80-6,Madhya Pradesh,INDORE,2018,Rabi       ,Linseed,148,109
10.42.0.211-64.71.142.96-49122-80-6,Madhya Pradesh,INDORE,2018,Rabi       ,Other  Rabi pulses,1455,813
10.42.0.151-31.13.71.3-59640-443-6,Madhya Pradesh,INDORE,2018,Rabi       ,Rapeseed &Mustard,1,1
10.42.0.211-123.125.115.164-57174-443-6,Madhya Pradesh,INDORE,2018,Rabi       ,Wheat,50606,87299
10.42.0.211-52.84.143.103-37708-443-6,Madhya Pradesh,INDORE,2018,Whole Year ,Coriander,39,10
172.217.10.110-10.42.0.151-443-51859-6,Madhya Pradesh,INDORE,2018,Whole Year ,Dry chillies,101,29
172.217.11.42-10.42.0.151-443-39138-6,Madhya Pradesh,INDORE,2018,Whole Year ,Garlic,1855,7431
10.42.0.151-36.110.213.49-37844-80-6,Madhya Pradesh,INDORE,2018,Whole Year ,Onion,644,9154
10.42.0.211-64.71.142.124-49694-443-6,Madhya Pradesh,INDORE,2018,Whole Year ,Sannhamp,8,6
10.42.0.211-87.240.165.80-39190-80-6,Madhya Pradesh,INDORE,2018,Whole Year ,Sugarcane,230,2690
198.11.132.221-10.42.0.211-443-55258-6,Madhya Pradesh,INDORE,2018,Whole Year ,Turmeric,2,1
10.42.0.211-64.71.142.95-58647-443-6,Madhya Pradesh,INDORE,2017,Kharif     ,Arhar/Tur,593,371
216.58.217.163-10.42.0.211-443-32806-6,Madhya Pradesh,INDORE,2017,Kharif     ,Castor seed,1,0.01
157.55.130.155-10.42.0.42-40008-46360-17,Madhya Pradesh,INDORE,2017,Kharif     ,Cotton(lint),20,11
10.42.0.211-111.221.77.174-60774-40002-17,Madhya Pradesh,INDORE,2017,Kharif     ,Dry ginger,14,20
10.42.0.42-115.239.210.141-46328-80-6,Madhya Pradesh,INDORE,2017,Kharif     ,Groundnut,164,176
10.42.0.211-91.190.216.62-38409-12350-6,Madhya Pradesh,INDORE,2017,Kharif     ,Jowar,1081,1014
172.217.10.106-10.42.0.151-443-34959-6,Madhya Pradesh,INDORE,2017,Kharif     ,Maize,7682,11139
172.217.12.195-10.42.0.211-443-60071-6,Madhya Pradesh,INDORE,2017,Kharif     ,Other Kharif pulses,265,62
172.217.10.3-10.42.0.151-443-60943-6,Madhya Pradesh,INDORE,2017,Kharif     ,Rice,29,16
172.217.11.46-10.42.0.151-443-59521-6,Madhya Pradesh,INDORE,2017,Kharif     ,Soyabean,220438,215809
10.42.0.211-10.42.0.1-60415-53-17,Madhya Pradesh,INDORE,2017,Kharif     ,Sunflower,16,5
10.42.0.211-10.42.0.1-63898-53-17,Madhya Pradesh,INDORE,2017,Rabi       ,Barley,6,9
10.42.0.42-125.39.83.108-45412-443-6,Madhya Pradesh,INDORE,2017,Rabi       ,Gram,41889,27479
10.42.0.211-10.42.0.1-64684-53-17,Madhya Pradesh,INDORE,2017,Rabi       ,Linseed,1453,939
10.42.0.211-66.198.24.243-37946-80-6,Madhya Pradesh,INDORE,2017,Rabi       ,Other  Rabi pulses,1657,605
172.217.9.228-10.42.0.42-443-59094-6,Madhya Pradesh,INDORE,2017,Rabi       ,Rapeseed &Mustard,26,18
206.126.112.141-10.42.0.151-443-33627-6,Madhya Pradesh,INDORE,2017,Rabi       ,Safflower,10,6
10.42.0.42-104.193.88.109-43932-80-6,Madhya Pradesh,INDORE,2017,Rabi       ,Wheat,83862,115903
10.42.0.151-10.42.0.1-33559-53-17,Madhya Pradesh,INDORE,2017,Whole Year ,Dry chillies,81,39
10.42.0.211-106.11.92.6-49581-443-6,Madhya Pradesh,INDORE,2017,Whole Year ,Garlic,2155,7400
10.42.0.211-10.42.0.1-32978-53-17,Madhya Pradesh,INDORE,2017,Whole Year ,Onion,744,9072
10.42.0.211-64.71.142.124-38602-443-6,Madhya Pradesh,INDORE,2017,Whole Year ,Potato,10653,140019
10.42.0.211-64.71.142.120-57565-443-6,Madhya Pradesh,INDORE,2017,Whole Year ,Sugarcane,92,2140
10.42.0.1-10.42.0.42-53-56911-17,Madhya Pradesh,INDORE,2007,Rabi       ,Masoor,165,63
180.76.147.97-10.42.0.211-80-54509-6,Madhya Pradesh,INDORE,2007,Rabi       ,Peas & beans (Pulses),289,109
172.217.11.42-10.42.0.151-443-36089-6,Madhya Pradesh,INDORE,2007,Rabi       ,Rapeseed &Mustard,623,587
10.42.0.211-104.254.66.16-56377-80-6,Madhya Pradesh,INDORE,2007,Rabi       ,Safflower,7,4
10.42.0.211-10.42.0.1-41680-53-17,Madhya Pradesh,INDORE,2007,Rabi       ,Wheat,126748,244343
180.149.136.194-10.42.0.42-80-46045-6,Madhya Pradesh,INDORE,2007,Whole Year ,Coriander,211,78
10.42.0.211-64.71.142.96-47181-443-6,Madhya Pradesh,INDORE,2007,Whole Year ,Garlic,3770,15262
169.45.214.239-10.42.0.151-5222-35720-6,Madhya Pradesh,INDORE,2007,Whole Year ,Onion,1825,21323
192.229.173.173-10.42.0.211-80-50452-6,Madhya Pradesh,INDORE,2007,Whole Year ,Potato,18738,269665
10.42.0.211-106.39.169.66-55766-443-6,Madhya Pradesh,INDORE,2007,Whole Year ,Sesamum,1,
10.42.0.211-123.125.115.190-56889-80-6,Madhya Pradesh,INDORE,2007,Whole Year ,Sugarcane,34,1040
172.217.10.142-10.42.0.151-443-52837-6,Madhya Pradesh,INDORE,2007,Whole Year ,Sweet potato,3,20
151.101.1.140-10.42.0.211-443-34101-6,Madhya Pradesh,INDORE,2008,Kharif     ,Arhar/Tur,271,187
10.42.0.151-103.7.30.118-57562-80-6,Madhya Pradesh,INDORE,2008,Kharif     ,Castor seed,7,2
10.42.0.211-10.42.0.1-6239-53-17,Madhya Pradesh,INDORE,2008,Kharif     ,Cotton(lint),8,1
172.217.12.170-10.42.0.151-443-36825-6,Madhya Pradesh,INDORE,2008,Kharif     ,Groundnut,212,226
172.217.3.110-10.42.0.211-443-57955-6,Madhya Pradesh,INDORE,2008,Kharif     ,Jowar,307,452
10.42.0.211-106.11.94.6-58295-443-6,Madhya Pradesh,INDORE,2008,Kharif     ,Maize,8138,10504
172.217.9.227-10.42.0.151-443-56641-6,Madhya Pradesh,INDORE,2010,Rabi       ,Peas & beans (Pulses),577,167
172.217.12.131-10.42.0.151-443-34211-6,Madhya Pradesh,INDORE,2010,Rabi       ,Rapeseed &Mustard,127,117
10.42.0.211-54.197.254.190-42805-443-6,Madhya Pradesh,INDORE,2010,Rabi       ,Safflower,1,1
10.42.0.151-37.8.198.125-43477-18777-17,Madhya Pradesh,INDORE,2010,Rabi       ,Urad,1,
10.42.0.211-54.243.147.129-58670-443-6,Madhya Pradesh,INDORE,2010,Rabi       ,Wheat,107884,271277
10.42.0.211-10.42.0.1-64538-53-17,Madhya Pradesh,INDORE,2010,Whole Year ,Coriander,37,15
131.253.61.100-10.42.0.211-443-44713-6,Madhya Pradesh,INDORE,2010,Whole Year ,Dry chillies,233,589
10.42.0.211-10.42.0.1-9915-53-17,Madhya Pradesh,INDORE,2010,Whole Year ,Dry ginger,11,21
172.217.3.97-10.42.0.42-443-34555-6,Madhya Pradesh,INDORE,2010,Whole Year ,Garlic,4309,13380
172.217.3.110-10.42.0.151-443-56290-6,Madhya Pradesh,INDORE,2010,Whole Year ,Onion,2513,37533
10.42.0.151-10.42.0.1-32216-53-17,Madhya Pradesh,INDORE,2010,Whole Year ,Potato,21908,155782
10.42.0.42-37.1.204.175-60643-80-6,Madhya Pradesh,INDORE,2010,Whole Year ,Sesamum,1,
10.42.0.211-64.71.142.125-45894-443-6,Madhya Pradesh,INDORE,2010,Whole Year ,Sugarcane,25,690
10.42.0.211-23.206.125.17-38506-80-6,Madhya Pradesh,INDORE,2010,Whole Year ,Turmeric,9,6
10.42.0.211-64.71.142.124-54549-443-6,Madhya Pradesh,INDORE,2011,Kharif     ,Arhar/Tur,590,322
209.10.120.26-10.42.0.211-80-43900-6,Madhya Pradesh,INDORE,2011,Kharif     ,Groundnut,295,404
10.42.0.211-64.71.142.110-42035-443-6,Madhya Pradesh,INDORE,2011,Kharif     ,Jowar,154,269
10.42.0.211-104.254.66.16-50547-80-6,Madhya Pradesh,INDORE,2011,Kharif     ,Maize,4320,5036
10.42.0.211-64.71.142.110-56896-443-6,Madhya Pradesh,INDORE,2011,Kharif     ,Moong(Green Gram),84,18
10.42.0.42-104.97.95.172-47351-80-6,Madhya Pradesh,INDORE,2011,Kharif     ,Rice,3,3
180.149.138.210-10.42.0.211-80-49102-6,Madhya Pradesh,INDORE,2011,Kharif     ,Sannhamp,5,6
151.101.1.140-10.42.0.151-80-33831-6,Madhya Pradesh,INDORE,2011,Rabi       ,Rapeseed &Mustard,126,156
172.217.10.14-10.42.0.211-443-45574-6,Madhya Pradesh,INDORE,2011,Rabi       ,Urad,1,
10.42.0.211-95.213.11.133-36030-80-6,Madhya Pradesh,INDORE,2011,Rabi       ,Wheat,113426,511291
172.217.12.163-10.42.0.211-443-33652-6,Madhya Pradesh,INDORE,2011,Whole Year ,Coriander,80,31
10.42.0.1-10.42.0.42-53-50420-17,Madhya Pradesh,INDORE,2011,Whole Year ,Dry chillies,140,163
10.42.0.211-77.234.44.200-51380-80-6,Madhya Pradesh,INDORE,2011,Whole Year ,Dry ginger,27,39
10.42.0.151-13.32.250.220-50411-443-6,Madhya Pradesh,INDORE,2011,Whole Year ,Garlic,4607,13673
10.42.0.211-52.84.29.134-60619-443-6,Madhya Pradesh,INDORE,2011,Whole Year ,Onion,2740,43728
10.42.0.151-10.42.0.1-20534-53-17,Madhya Pradesh,INDORE,2011,Whole Year ,Potato,21930,311346
10.42.0.211-10.42.0.1-54048-53-17,Madhya Pradesh,INDORE,2011,Whole Year ,Sesamum,1,
10.42.0.42-52.26.15.212-47864-443-6,Madhya Pradesh,INDORE,2011,Whole Year ,Sugarcane,23,460
216.58.217.132-10.42.0.42-443-41624-6,Madhya Pradesh,INDORE,2011,Whole Year ,Sweet potato,154,855
10.42.0.211-47.89.69.217-38707-443-6,Madhya Pradesh,JABALPUR,2002,Rabi       ,Gram,70376,39833
172.217.7.227-10.42.0.151-443-44729-17,Madhya Pradesh,JABALPUR,2002,Rabi       ,Linseed,2183,1107
