Fid,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,results
216.58.219.225-10.42.0.151-443-37769-6,Odisha,NAYAGARH,2019,Rabi       ,Wheat,58.0,47.0,1
172.217.10.234-10.42.0.151-443-32815-6,Odisha,NAYAGARH,2019,Summer     ,Arhar/Tur,754.0,85.0,0
10.42.0.211-64.71.142.96-42128-443-6,Odisha,NAYAGARH,2019,Summer     ,Groundnut,20.0,14.0,0
172.217.10.66-10.42.0.211-443-49700-6,Odisha,NAYAGARH,2019,Summer     ,Horse-gram,16.0,6.0,0
10.42.0.151-52.177.171.143-53938-443-6,Odisha,NAYAGARH,2019,Summer     ,Maize,3.0,2.0,0
172.217.7.164-10.42.0.211-443-51920-6,Odisha,NAYAGARH,2019,Summer     ,Paddy,289.0,433.0,0
10.42.0.211-10.42.0.1-46351-53-17,Odisha,NAYAGARH,2019,Summer     ,Sesamum,764.0,214.0,0
205.185.216.10-10.42.0.211-80-51664-6,Odisha,NAYAGARH,2019,Summer     ,Urad,41.0,16.0,0
239.255.255.250-10.42.0.42-1900-57773-17,Odisha,NAYAGARH,2019,Whole Year ,Potato,22.0,147.0,0
203.205.128.137-10.42.0.211-80-48909-6,Odisha,NAYAGARH,2004,Rabi       ,Sunflower,220.0,134.0,0
172.217.12.142-10.42.0.151-443-59550-6,Odisha,NAYAGARH,2004,Summer     ,Groundnut,68.0,86.8,0
180.163.255.159-10.42.0.211-80-59429-6,Odisha,NAYAGARH,2004,Summer     ,Horse-gram,1.0,,0
180.76.151.150-10.42.0.151-80-57990-6,Odisha,NAYAGARH,2004,Summer     ,Maize,10.0,17.3,0
216.58.219.227-10.42.0.151-443-47676-6,Odisha,NAYAGARH,2004,Summer     ,Sesamum,64.0,10.2,0
10.42.0.211-104.192.110.245-59935-80-6,Odisha,NAYAGARH,2004,Summer     ,Wheat,5.0,12.2,1
192.229.163.180-10.42.0.151-443-39535-6,Odisha,NAYAGARH,2004,Whole Year ,Coriander,261.0,118.0,0
172.217.10.46-10.42.0.211-443-56070-6,Odisha,NAYAGARH,2004,Whole Year ,Dry chillies,535.0,450.0,0
209.10.120.26-10.42.0.211-80-52125-6,Odisha,NAYAGARH,2004,Whole Year ,Garlic,243.0,771.0,0
10.42.0.211-23.208.168.108-38479-443-6,Odisha,NAYAGARH,2004,Whole Year ,Onion,530.0,3459.0,0
192.229.173.173-10.42.0.211-443-58665-6,Odisha,NAYAGARH,2004,Whole Year ,Sweet potato,258.0,2121.0,0
10.42.0.151-104.244.43.67-33912-443-6,Odisha,NAYAGARH,2004,Whole Year ,Turmeric,2584.0,5479.0,0
172.217.12.174-10.42.0.151-443-51364-6,Odisha,NAYAGARH,2004,Winter     ,Groundnut,109.0,96.2,0
10.42.0.211-10.42.0.1-11332-53-17,Odisha,NAYAGARH,2004,Winter     ,Horse-gram,1548.0,376.2,0
10.42.0.151-106.39.162.36-43312-80-6,Odisha,NAYAGARH,2004,Winter     ,Moong(Green Gram),19254.0,3966.3,0
174.35.73.165-10.42.0.42-80-52257-6,Odisha,NAYAGARH,2004,Winter     ,Potato,16.0,96.4,0
172.217.6.238-10.42.0.211-443-38472-6,Odisha,NAYAGARH,2004,Winter     ,Rapeseed &Mustard,275.0,33.0,0
192.229.173.173-10.42.0.211-443-58669-6,Odisha,NAYAGARH,2004,Winter     ,Rice,93000.0,118000.0,0
202.77.129.150-10.42.0.42-80-38918-6,Odisha,NAYAGARH,2004,Winter     ,Sesamum,593.0,106.1,0
172.217.3.110-10.42.0.151-443-39966-6,Odisha,NAYAGARH,2004,Winter     ,Sugarcane,1462.0,89233.2,0
172.217.12.170-10.42.0.151-443-56182-6,Odisha,NAYAGARH,2004,Winter     ,Urad,5588.0,1072.9,0
10.42.0.151-103.235.46.211-56615-443-6,Odisha,NAYAGARH,2005,Autumn     ,Groundnut,343.0,231.9,0
172.217.3.106-10.42.0.42-443-41860-6,Odisha,NAYAGARH,2005,Autumn     ,Maize,574.0,627.1,0
180.149.134.221-10.42.0.211-80-59678-6,Odisha,NAYAGARH,2005,Summer     ,Sesamum,191.0,39.7,0
10.42.0.211-10.42.0.1-53658-53-17,Odisha,NAYAGARH,2005,Summer     ,Wheat,4.0,3.1,1
174.129.40.213-10.42.0.211-443-45500-6,Odisha,NAYAGARH,2005,Winter     ,Groundnut,118.0,90.2,0
10.42.0.1-10.42.0.42-53-13930-17,Odisha,NAYAGARH,2005,Winter     ,Horse-gram,2326.0,662.9,0
10.42.0.211-10.42.0.1-12962-53-17,Odisha,NAYAGARH,2005,Winter     ,Moong(Green Gram),30460.0,5665.6,0
10.42.0.151-23.60.136.84-38623-443-6,Odisha,NAYAGARH,2005,Winter     ,Potato,17.0,143.3,0
180.149.153.234-10.42.0.211-80-49577-6,Odisha,NAYAGARH,2005,Winter     ,Ragi,1.0,0.3,0
217.69.133.211-10.42.0.42-443-46821-6,Odisha,NAYAGARH,2005,Winter     ,Rapeseed &Mustard,492.0,57.6,0
10.42.0.211-74.6.105.13-35261-443-6,Odisha,NAYAGARH,2005,Winter     ,Rice,98000.0,156000.0,0
172.217.9.234-10.42.0.151-443-41242-6,Odisha,NAYAGARH,2005,Winter     ,Sesamum,648.0,97.2,0
205.185.216.10-10.42.0.151-80-53726-6,Odisha,NAYAGARH,2005,Winter     ,Sugarcane,2522.0,150429.7,0
180.149.136.194-10.42.0.42-443-49486-6,Odisha,NAYAGARH,2005,Winter     ,Urad,7280.0,1536.1,0
174.35.73.107-10.42.0.211-80-50070-6,Odisha,NAYAGARH,2006,Autumn     ,Groundnut,251.0,162.9,0
10.42.0.211-64.71.142.120-53880-443-6,Odisha,NAYAGARH,2006,Autumn     ,Maize,521.0,455.3,0
10.42.0.211-63.250.200.101-42587-443-6,Odisha,NAYAGARH,2006,Autumn     ,Ragi,117.0,64.2,0
10.42.0.211-104.93.172.160-50605-443-6,Odisha,NAYAGARH,2006,Autumn     ,Rice,2018.0,2018.0,0
10.42.0.151-10.42.0.1-25416-53-17,Odisha,NAYAGARH,2007,Summer     ,Horse-gram,6.0,1.5,0
10.42.0.211-23.206.125.17-43998-80-6,Odisha,NAYAGARH,2007,Summer     ,Maize,11.0,17.2,0
172.217.12.163-10.42.0.42-443-42663-6,Odisha,NAYAGARH,2007,Summer     ,Sesamum,433.0,78.8,0
10.42.0.1-10.42.0.42-53-21529-17,Odisha,NAYAGARH,2007,Summer     ,Wheat,8.0,12.2,1
10.42.0.151-10.42.0.1-3733-53-17,Odisha,NAYAGARH,2007,Winter     ,Groundnut,252.0,331.1,0
172.217.3.110-10.42.0.151-443-36332-6,Odisha,NAYAGARH,2007,Winter     ,Horse-gram,1763.0,481.3,0
169.45.214.236-10.42.0.42-443-41030-6,Odisha,NAYAGARH,2007,Winter     ,Moong(Green Gram),22342.0,4915.2,0
203.130.53.126-10.42.0.211-80-46046-6,Odisha,NAYAGARH,2007,Winter     ,Potato,26.0,185.8,0
10.42.0.211-106.11.129.143-52971-80-6,Odisha,NAYAGARH,2007,Winter     ,Rapeseed &Mustard,411.0,46.4,0
175.100.207.233-10.42.0.42-80-50367-6,Odisha,NAYAGARH,2007,Winter     ,Rice,94000.0,172018.0,0
198.105.244.11-10.42.0.42-80-48386-6,Odisha,NAYAGARH,2007,Winter     ,Sesamum,601.0,94.4,0
10.42.0.211-106.11.94.1-32981-443-6,Odisha,NAYAGARH,2007,Winter     ,Sugarcane,2840.0,177948.7,0
10.42.0.211-58.63.236.212-38724-443-6,Odisha,NAYAGARH,2007,Winter     ,Urad,5832.0,1265.5,0
10.42.0.211-104.244.43.227-47932-443-6,Odisha,NAYAGARH,2008,Autumn     ,Groundnut,226.0,185.5,0
10.42.0.151-104.244.43.195-40151-443-6,Odisha,NAYAGARH,2008,Autumn     ,Maize,496.0,551.8,0
10.42.0.211-10.42.0.1-28730-53-17,Odisha,NAYAGARH,2008,Autumn     ,Ragi,208.0,132.1,0
10.42.0.42-64.71.142.110-47613-443-6,Odisha,NAYAGARH,2008,Autumn     ,Rice,1000.0,2018.0,0
172.217.10.46-10.42.0.151-443-48321-6,Odisha,NAYAGARH,2008,Autumn     ,Urad,28.0,8.3,0
203.205.151.47-10.42.0.211-80-40388-6,Odisha,NAYAGARH,2008,Summer     ,Groundnut,42.0,47.7,0
198.105.244.11-10.42.0.211-80-43555-6,Odisha,NAYAGARH,2008,Summer     ,Maize,17.0,28.0,0
10.42.0.151-10.42.0.1-50022-53-17,Odisha,NAYAGARH,2008,Summer     ,Sesamum,198.0,52.3,0
10.42.0.151-72.247.71.12-54610-443-6,Odisha,NAYAGARH,2008,Summer     ,Wheat,8.0,6.6,1
10.42.0.151-10.42.0.1-55284-53-17,Odisha,NAYAGARH,2010,Summer     ,Ragi,1.0,1.2,0
172.217.6.228-10.42.0.211-443-52713-6,Odisha,NAYAGARH,2010,Summer     ,Sesamum,159.0,35.1,0
10.42.0.211-52.84.26.207-47719-443-6,Odisha,NAYAGARH,2010,Summer     ,Urad,333.0,79.9,0
10.42.0.211-64.233.190.94-50221-80-6,Odisha,NAYAGARH,2010,Summer     ,Wheat,3.0,1.9,1
10.42.0.151-52.216.1.211-57842-443-6,Odisha,NAYAGARH,2010,Winter     ,Groundnut,174.0,215.9,0
10.42.0.211-119.146.74.34-52373-80-6,Odisha,NAYAGARH,2010,Winter     ,Horse-gram,2275.0,718.9,0
10.42.0.211-10.42.0.1-38771-53-17,Odisha,NAYAGARH,2010,Winter     ,Moong(Green Gram),11320.0,2603.6,0
10.42.0.211-64.71.142.124-41856-443-6,Odisha,NAYAGARH,2010,Winter     ,Potato,2.0,18.2,0
172.217.3.110-10.42.0.151-443-49991-6,Odisha,NAYAGARH,2010,Winter     ,Ragi,5.0,4.1,0
172.217.3.106-10.42.0.151-443-50990-6,Odisha,NAYAGARH,2010,Winter     ,Rapeseed &Mustard,410.0,46.3,0
10.42.0.211-123.125.29.220-58447-80-6,Odisha,NAYAGARH,2010,Winter     ,Rice,92018.0,153000.0,0
192.229.163.180-10.42.0.211-443-51123-6,Odisha,NAYAGARH,2010,Winter     ,Sesamum,499.0,116.8,0
182.22.24.124-10.42.0.211-443-53955-6,Odisha,NAYAGARH,2010,Winter     ,Sugarcane,2533.0,164979.4,0
220.181.7.190-10.42.0.42-443-49827-6,Odisha,NAYAGARH,2010,Winter     ,Urad,5344.0,1111.6,0
172.217.3.110-10.42.0.151-443-45707-6,Odisha,NAYAGARH,2011,Autumn     ,Groundnut,96.0,104.9,0
10.42.0.151-119.146.74.33-59408-443-6,Odisha,NAYAGARH,2011,Summer     ,Maize,1.0,1.5,0
172.217.6.202-10.42.0.42-443-39788-6,Odisha,NAYAGARH,2011,Summer     ,Moong(Green Gram),2650.0,230.6,0
172.217.6.202-10.42.0.211-443-37661-6,Odisha,NAYAGARH,2011,Summer     ,Sesamum,362.0,54.7,0
10.42.0.211-119.146.74.34-47606-80-6,Odisha,NAYAGARH,2011,Summer     ,Urad,2.0,0.3,0
10.42.0.1-10.42.0.42-53-7680-17,Odisha,NAYAGARH,2011,Summer     ,Wheat,1.0,1.0,1
163.177.151.166-10.42.0.211-443-35417-6,Odisha,NAYAGARH,2011,Winter     ,Groundnut,149.0,185.8,0
10.42.0.211-36.110.213.49-42549-80-6,Odisha,NAYAGARH,2011,Winter     ,Horse-gram,844.0,195.0,0
10.42.0.211-10.42.0.1-35062-53-17,Odisha,NAYAGARH,2011,Winter     ,Maize,1.0,1.1,0
172.217.12.170-10.42.0.151-443-60321-6,Odisha,NAYAGARH,2011,Winter     ,Moong(Green Gram),5295.0,963.7,0
162.208.22.39-10.42.0.211-443-52725-6,Odisha,NAYAGARH,2011,Winter     ,Potato,5.0,41.3,0
180.149.138.210-10.42.0.211-80-41830-6,Odisha,NAYAGARH,2011,Winter     ,Rapeseed &Mustard,161.0,17.4,0
10.42.0.211-104.244.42.130-51104-443-6,Odisha,NAYAGARH,2011,Winter     ,Rice,85000.0,54000.0,0
10.42.0.42-37.1.204.175-37695-80-6,Odisha,NAYAGARH,2011,Winter     ,Sesamum,189.0,33.8,0
202.102.68.102-10.42.0.211-80-43536-6,Odisha,NAYAGARH,2011,Winter     ,Sugarcane,2375.0,144799.0,0
10.42.0.151-10.42.0.1-58884-53-17,Odisha,NUAPADA,2019,Autumn     ,Sesamum,216.0,10.0,0
172.217.3.110-10.42.0.151-443-37166-6,Odisha,NUAPADA,2019,Autumn     ,Urad,2039.0,251.0,0
180.149.136.194-10.42.0.211-80-50594-6,Odisha,NUAPADA,2019,Rabi       ,Wheat,56.0,30.0,1
10.42.0.211-10.42.0.1-33763-53-17,Odisha,NUAPADA,2019,Summer     ,Arhar/Tur,1326.0,229.0,0
207.38.250.60-10.42.0.42-25422-46360-17,Odisha,NUAPADA,2019,Summer     ,Groundnut,1201.0,1338.0,0
10.42.0.211-10.42.0.1-12878-53-17,Odisha,NUAPADA,2019,Summer     ,Paddy,2640.0,3909.0,0
10.42.0.211-64.71.142.124-49694-443-6,Odisha,NUAPADA,2019,Summer     ,Sesamum,47.0,5.0,0
172.217.3.97-10.42.0.211-443-35404-6,Odisha,NUAPADA,2019,Whole Year ,Potato,13.0,123.0,0
172.217.10.138-10.42.0.151-443-36255-6,Odisha,NUAPADA,2019,Winter     ,Arhar/Tur,821.0,109.0,0
222.73.28.96-10.42.0.42-80-55918-6,Odisha,NUAPADA,2019,Winter     ,Groundnut,237.0,267.0,0
175.100.207.233-10.42.0.42-443-49615-6,Telangana ,MEDAK,2006,Rabi       ,Linseed,637.0,175.0,0
10.42.0.211-66.198.178.90-56263-80-6,Telangana ,MEDAK,2006,Rabi       ,Maize,2321.0,6745.0,0
10.42.0.151-36.110.213.49-37842-80-6,Telangana ,MEDAK,2006,Rabi       ,Moong(Green Gram),20.0,17.0,0
10.42.0.151-10.42.0.1-62484-53-17,Telangana ,MEDAK,2006,Rabi       ,Onion,2394.0,57197.0,0
216.58.219.228-10.42.0.42-443-36274-6,Telangana ,MEDAK,2006,Rabi       ,Other  Rabi pulses,997.0,383.0,0
10.42.0.211-52.84.143.66-47257-80-6,Telangana ,MEDAK,2006,Rabi       ,Rapeseed &Mustard,4.0,2.0,0
162.208.22.39-10.42.0.42-443-57844-6,Telangana ,MEDAK,2006,Rabi       ,Rice,38446.0,109110.0,0
10.42.0.211-47.89.69.217-38703-443-6,Telangana ,MEDAK,2006,Rabi       ,Safflower,8289.0,5620.0,0
151.101.117.140-10.42.0.151-443-48533-6,Telangana ,MEDAK,2006,Rabi       ,Sesamum,154.0,50.0,0
172.217.10.65-10.42.0.211-443-39571-6,Telangana ,MEDAK,2006,Rabi       ,Urad,5.0,5.0,0
10.42.0.211-119.146.74.33-54522-443-6,Telangana ,MEDAK,2006,Rabi       ,Wheat,2927.0,3404.0,1
10.42.0.211-10.42.0.1-36706-53-17,Telangana ,MEDAK,2006,Whole Year ,Banana,525.0,12780.0,0
10.42.0.42-37.1.203.158-51264-443-6,Telangana ,MEDAK,2006,Whole Year ,Cashewnut,20.0,4.0,0
203.205.158.62-10.42.0.151-80-53947-6,Telangana ,MEDAK,2006,Whole Year ,Coconut ,1.0,13017.0,0
10.42.0.211-107.178.254.148-60400-443-6,Telangana ,MEDAK,2006,Whole Year ,Coriander,1745.0,1026.0,0
172.217.6.202-10.42.0.151-443-38987-6,Telangana ,MEDAK,2006,Whole Year ,Dry ginger,1320.0,6919.0,0
10.42.0.211-54.230.38.136-38293-443-6,Telangana ,MEDAK,2006,Whole Year ,Potato,1914.0,28966.0,0
172.217.11.3-10.42.0.151-443-58879-6,Telangana ,MEDAK,2006,Whole Year ,Sugarcane,30433.0,2538903.0,0
10.42.0.211-104.88.88.137-55069-80-6,Telangana ,MEDAK,2006,Whole Year ,Sunflower,12993.0,15754.0,0
203.205.158.52-10.42.0.42-80-47428-6,Telangana ,MEDAK,2006,Whole Year ,Tobacco,28.0,87.0,0
172.217.12.196-10.42.0.211-443-36174-6,Telangana ,MEDAK,2006,Whole Year ,Turmeric,1774.0,7387.0,0
10.42.0.1-10.42.0.42-53-57375-17,Telangana ,MEDAK,2007,Kharif     ,Arhar/Tur,24000.0,12018.0,0
10.42.0.211-31.13.80.52-39339-80-6,Telangana ,MEDAK,2007,Kharif     ,Bajra,1000.0,1000.0,0
10.42.0.1-10.42.0.42-53-61222-17,Telangana ,MEDAK,2007,Kharif     ,Castor seed,2018.0,1000.0,0
172.217.12.206-10.42.0.211-443-35187-6,Telangana ,MEDAK,2007,Kharif     ,Cotton(lint),29000.0,101000.0,0
169.53.71.251-10.42.0.151-5222-53029-6,Telangana ,MEDAK,2007,Kharif     ,Dry chillies,3000.0,3000.0,0
151.101.20.166-10.42.0.42-443-49715-6,Telangana ,MEDAK,2007,Kharif     ,Jowar,26000.0,35000.0,0
183.79.248.252-10.42.0.151-443-34064-6,Telangana ,MEDAK,2007,Kharif     ,Maize,98000.0,418000.0,0
10.42.0.211-52.84.145.189-55551-443-6,Telangana ,MEDAK,2007,Kharif     ,Moong(Green Gram),53000.0,46000.0,0
10.42.0.211-10.42.0.1-14616-53-17,Telangana ,MEDAK,2007,Kharif     ,Onion,1000.0,4000.0,0
172.217.10.10-10.42.0.151-443-56740-6,Telangana ,MEDAK,2007,Kharif     ,Rice,58000.0,164000.0,0
172.217.10.35-10.42.0.151-443-40224-6,Telangana ,MEDAK,2007,Kharif     ,Sesamum,1000.0,,0
203.205.158.56-10.42.0.42-80-52914-6,Telangana ,MEDAK,2007,Kharif     ,Sunflower,1000.0,1000.0,0
10.42.0.211-23.208.168.108-60778-443-6,Telangana ,MEDAK,2007,Kharif     ,Urad,21000.0,15000.0,0
172.217.12.206-10.42.0.211-443-35187-6,Telangana ,MEDAK,2007,Rabi       ,Dry chillies,1000.0,4000.0,0
172.217.12.164-10.42.0.151-443-49497-6,Telangana ,MEDAK,2007,Rabi       ,Gram,38000.0,37000.0,0
10.42.0.211-35.190.128.197-57572-443-6,Telangana ,MEDAK,2007,Rabi       ,Groundnut,2018.0,4000.0,0
10.42.0.211-69.147.82.60-58934-443-6,Telangana ,MEDAK,2007,Rabi       ,Jowar,19000.0,20180.0,0
172.217.11.14-10.42.0.151-443-36863-6,Telangana ,MEDAK,2007,Rabi       ,Maize,3000.0,11000.0,0
239.255.255.250-10.42.0.1-1900-34449-17,Telangana ,MEDAK,2007,Rabi       ,Onion,4000.0,98000.0,0
172.217.3.36-10.42.0.211-443-37388-6,Telangana ,MEDAK,2007,Rabi       ,Rice,35000.0,118000.0,0
10.42.0.42-104.193.88.109-42370-80-6,Telangana ,MEDAK,2007,Rabi       ,Sunflower,18000.0,28000.0,0
172.217.12.142-10.42.0.151-443-46632-6,Telangana ,MEDAK,2007,Rabi       ,Wheat,4000.0,4000.0,1
10.42.0.211-23.206.166.66-38714-80-6,Telangana ,MEDAK,2007,Whole Year ,Sugarcane,33000.0,2645000.0,0
172.217.6.195-10.42.0.211-443-46956-6,Telangana ,MEDAK,2008,Kharif     ,Arhar/Tur,24584.0,14431.0,0
10.42.0.151-121.12.98.78-40030-80-6,Telangana ,MEDAK,2008,Kharif     ,Bajra,739.0,469.0,0
172.217.7.195-10.42.0.151-443-47860-6,Telangana ,MEDAK,2008,Kharif     ,Castor seed,1480.0,686.0,0
10.42.0.211-119.6.229.101-45490-80-6,Telangana ,MEDAK,2008,Kharif     ,Cotton(lint),49124.0,117609.0,0
202.77.129.230-10.42.0.211-80-58929-6,Telangana ,MEDAK,2008,Kharif     ,Dry chillies,2851.0,1867.0,0
172.217.12.202-10.42.0.42-443-53489-6,Telangana ,MEDAK,2008,Kharif     ,Groundnut,169.0,128.0,0
180.163.255.159-10.42.0.151-80-53317-6,Telangana ,MEDAK,2008,Kharif     ,Jowar,22629.0,26363.0,0
172.217.6.206-10.42.0.42-443-44098-6,Telangana ,MEDAK,2008,Kharif     ,Maize,82485.0,193097.0,0
183.79.250.123-10.42.0.151-443-60969-6,Telangana ,MEDAK,2008,Kharif     ,Moong(Green Gram),50020.0,18808.0,0
172.217.3.110-10.42.0.151-443-54770-6,Telangana ,MEDAK,2008,Kharif     ,Onion,486.0,2755.0,0
183.79.249.252-10.42.0.151-443-56505-6,Telangana ,MEDAK,2008,Kharif     ,Other Kharif pulses,27.0,14.0,0
174.35.73.149-10.42.0.151-80-36353-6,Telangana ,MEDAK,2008,Kharif     ,Ragi,1.0,1.0,0
157.240.18.35-10.42.0.211-443-50711-6,Telangana ,MEDAK,2008,Kharif     ,Rice,78658.0,206477.0,0
10.42.0.211-10.42.0.1-5351-35264-17,Telangana ,MEDAK,2008,Kharif     ,Sesamum,975.0,237.0,0
205.204.101.196-10.42.0.151-443-50673-6,Telangana ,MEDAK,2008,Kharif     ,Soyabean,1270.0,1580.0,0
10.42.0.151-10.42.0.1-58758-53-17,Telangana ,MEDAK,2008,Kharif     ,Urad,20170.0,8224.0,0
10.42.0.151-10.42.0.1-18432-53-17,Telangana ,MEDAK,2008,Rabi       ,Dry chillies,1039.0,4088.0,0
10.42.0.151-104.254.66.16-43978-80-6,Telangana ,MEDAK,2008,Rabi       ,Gram,36022.0,36058.0,0
182.22.67.88-10.42.0.151-443-57229-6,Telangana ,MEDAK,2008,Rabi       ,Groundnut,1654.0,3429.0,0
180.163.15.184-10.42.0.211-80-53410-6,Telangana ,MEDAK,2008,Rabi       ,Horse-gram,226.0,94.0,0
203.205.144.183-10.42.0.151-80-58274-6,Telangana ,MEDAK,2011,Rabi       ,Dry chillies,335.0,1090.0,0
10.42.0.211-10.42.0.1-28320-53-17,Telangana ,MEDAK,2011,Rabi       ,Gram,27027.0,29054.0,0
10.42.0.151-54.192.38.18-53493-443-6,Telangana ,MEDAK,2011,Rabi       ,Groundnut,1150.0,959.0,0
10.42.0.151-104.193.88.109-49995-80-6,Telangana ,MEDAK,2011,Rabi       ,Horse-gram,298.0,46.0,0
10.42.0.42-14.29.93.254-59196-80-6,Telangana ,MEDAK,2011,Rabi       ,Jowar,13021.0,15156.0,0
10.42.0.211-64.71.142.95-43965-443-6,Telangana ,MEDAK,2011,Rabi       ,Linseed,383.0,82.0,0
10.42.0.211-31.13.69.245-59877-80-6,Telangana ,MEDAK,2011,Rabi       ,Maize,11819.0,49793.0,0
172.217.12.195-10.42.0.211-443-49639-6,Telangana ,MEDAK,2011,Rabi       ,Onion,4283.0,130105.0,0
172.217.10.3-10.42.0.151-443-44867-6,Telangana ,MEDAK,2011,Rabi       ,Other  Rabi pulses,155.0,94.0,0
10.42.0.151-10.42.0.1-2061-53-17,Telangana ,MEDAK,2011,Rabi       ,Rice,46632.0,121383.0,0
192.229.173.173-10.42.0.211-80-34765-6,Telangana ,MEDAK,2011,Rabi       ,Safflower,6214.0,4536.0,0
10.42.0.211-52.179.184.189-60641-443-6,Telangana ,MEDAK,2011,Rabi       ,Sesamum,61.0,22.0,0
10.42.0.151-23.198.167.67-53001-443-6,Telangana ,MEDAK,2011,Rabi       ,Wheat,2539.0,3405.0,1
10.42.0.42-47.89.68.225-59834-443-6,Telangana ,MEDAK,2011,Whole Year ,Banana,381.0,14161.0,0
10.42.0.211-104.244.42.129-41635-443-6,Telangana ,MEDAK,2011,Whole Year ,Coriander,1096.0,619.0,0
172.217.9.225-10.42.0.211-443-39745-6,Telangana ,MEDAK,2011,Whole Year ,Dry ginger,1417.0,17056.0,0
10.42.0.211-103.7.30.118-59834-80-6,Telangana ,MEDAK,2011,Whole Year ,Garlic,161.0,361.0,0
10.42.0.211-23.192.76.180-46701-443-6,Telangana ,MEDAK,2011,Whole Year ,Potato,4297.0,38853.0,0
182.22.24.124-10.42.0.151-443-43948-6,Telangana ,MEDAK,2011,Whole Year ,Sugarcane,25205.0,2215424.0,0
10.42.0.211-10.42.0.1-47355-53-17,Telangana ,MEDAK,2011,Whole Year ,Sunflower,9725.0,11253.0,0
10.42.0.211-23.23.129.231-59146-443-6,Telangana ,MEDAK,2011,Whole Year ,Tobacco,12.0,18.0,0
172.217.11.46-10.42.0.151-443-52064-6,Telangana ,MEDAK,2011,Whole Year ,Turmeric,2091.0,6566.0,0
216.58.219.194-10.42.0.211-443-37133-6,Telangana ,MEDAK,2013,Kharif     ,Arhar/Tur,26772.0,15447.0,0
239.255.255.250-10.42.0.1-1900-35425-17,Telangana ,MEDAK,2013,Kharif     ,Bajra,232.0,219.0,0
10.42.0.211-54.192.38.18-60884-443-6,Telangana ,MEDAK,2013,Kharif     ,Banana,545.0,16973.0,0
172.217.12.163-10.42.0.211-443-43529-6,Telangana ,MEDAK,2013,Kharif     ,Castor seed,172.0,122.0,0
172.217.11.42-10.42.0.211-443-33581-6,Uttar Pradesh,JALAUN,2022,Kharif     ,Moong(Green Gram),572.0,190.0,0
10.42.0.211-10.42.0.1-18420-53-17,Uttar Pradesh,JALAUN,2022,Kharif     ,Moth,7.0,3.0,0
10.42.0.211-121.14.255.82-50045-80-6,Uttar Pradesh,JALAUN,2022,Kharif     ,Rice,1654.0,1253.0,0
151.101.0.166-10.42.0.211-443-35213-6,Uttar Pradesh,JALAUN,2022,Kharif     ,Sesamum,5524.0,1127.0,0
202.77.129.161-10.42.0.151-80-54198-6,Uttar Pradesh,JALAUN,2022,Kharif     ,Small millets,4.0,3.0,0
151.101.2.2-10.42.0.42-443-55526-6,Uttar Pradesh,JALAUN,2022,Kharif     ,Soyabean,15508.0,4621.0,0
10.42.0.151-64.71.142.120-56331-443-6,Uttar Pradesh,JALAUN,2022,Kharif     ,Urad,11705.0,3476.0,0
202.102.68.101-10.42.0.211-80-43226-6,Uttar Pradesh,JALAUN,2022,Rabi       ,Barley,8121.0,14061.0,0
10.42.0.211-104.244.43.227-47931-443-6,Uttar Pradesh,JALAUN,2022,Rabi       ,Gram,69012.0,52612.0,0
172.217.10.106-10.42.0.151-443-54407-6,Uttar Pradesh,JALAUN,2022,Rabi       ,Linseed,1996.0,549.0,0
10.42.0.211-10.42.0.1-60415-53-17,Uttar Pradesh,JALAUN,2022,Rabi       ,Masoor,33256.0,24875.0,0
10.42.0.211-10.42.0.1-17797-53-17,Uttar Pradesh,JALAUN,2022,Rabi       ,Peas & beans (Pulses),87465.0,73383.0,0
172.217.10.42-10.42.0.211-443-55203-6,Uttar Pradesh,JALAUN,2022,Rabi       ,Rapeseed &Mustard,9769.0,4934.0,0
10.42.0.211-10.42.0.1-47446-53-17,Uttar Pradesh,JALAUN,2022,Rabi       ,Sunflower,2.0,2.0,0
203.205.158.63-10.42.0.211-80-46894-6,Uttar Pradesh,JALAUN,2022,Rabi       ,Wheat,102623.0,292601.0,1
10.42.0.211-106.11.14.99-50938-443-6,Uttar Pradesh,JALAUN,2022,Summer     ,Moong(Green Gram),26.0,11.0,0
10.42.0.211-10.42.0.1-57032-53-17,Uttar Pradesh,JALAUN,2022,Whole Year ,Onion,83.0,1008.0,0
10.42.0.151-123.125.29.138-37419-80-6,Uttar Pradesh,JALAUN,2022,Whole Year ,Potato,356.0,8123.0,0
10.42.0.211-10.42.0.1-37243-53-17,Uttar Pradesh,JALAUN,2022,Whole Year ,Sannhamp,185.0,68.0,0
10.42.0.211-10.42.0.1-40948-53-17,Uttar Pradesh,JALAUN,2022,Whole Year ,Sugarcane,1488.0,78787.0,0
10.42.0.42-36.51.254.232-44150-443-6,Uttar Pradesh,JALAUN,2021,Kharif     ,Arhar/Tur,6822.0,14238.0,0
10.42.0.1-10.42.0.42-53-35501-17,Uttar Pradesh,JALAUN,2021,Kharif     ,Bajra,11993.0,15407.0,0
203.205.144.183-10.42.0.151-80-51412-6,Uttar Pradesh,JALAUN,2021,Kharif     ,Groundnut,37.0,21.0,0
172.217.10.3-10.42.0.42-443-40090-6,Uttar Pradesh,JALAUN,2021,Kharif     ,Jowar,13732.0,13320.0,0
